index,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Year
37489,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-22,133,Unhealthy for Sensitive Groups,Ozone,48-397-0001,20,2012
37490,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-23,112,Unhealthy for Sensitive Groups,Ozone,48-121-1032,20,2012
37491,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-24,74,Moderate,Ozone,48-121-1032,23,2012
37492,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-25,50,Good,Ozone,48-121-1032,20,2012
37493,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-26,60,Moderate,PM2.5,48-439-3011,20,2012
37494,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-27,77,Moderate,Ozone,48-085-0005,20,2012
37495,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-28,62,Moderate,PM2.5,48-113-0069,20,2012
37496,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-29,54,Moderate,PM2.5,48-113-0069,20,2012
37497,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-30,43,Good,Ozone,48-121-1032,23,2012
37498,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-01,74,Moderate,Ozone,48-121-1032,20,2012
37499,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-02,55,Moderate,PM2.5,48-113-0069,20,2012
37500,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-03,90,Moderate,Ozone,48-121-1032,21,2012
37501,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-04,67,Moderate,Ozone,48-085-0005,20,2012
37502,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-05,57,Moderate,PM2.5,48-113-0069,20,2012
37503,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-06,28,Good,PM2.5,48-113-0069,23,2012
37504,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-07,26,Good,Ozone,48-439-3009,20,2012
37505,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-08,42,Good,Ozone,48-367-0081,20,2012
37506,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-09,58,Moderate,PM2.5,48-439-3011,20,2012
37507,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-10,66,Moderate,PM2.5,48-439-3011,20,2012
37508,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-11,59,Moderate,PM2.5,48-439-3011,20,2012
37509,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-12,53,Moderate,PM2.5,48-257-0005,23,2012
37510,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-13,39,Good,PM2.5,48-439-3011,20,2012
37511,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-14,44,Good,Ozone,48-257-0005,20,2012
37512,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-15,52,Moderate,PM2.5,48-439-1006,21,2012
37513,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-16,52,Moderate,PM2.5,48-439-3011,20,2012
37514,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-17,47,Good,Ozone,48-231-1006,20,2012
37515,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-18,43,Good,Ozone,48-439-3009,23,2012
37516,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-19,62,Moderate,PM2.5,48-139-0016,20,2012
37517,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-20,54,Moderate,Ozone,48-439-3011,20,2012
37518,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-21,52,Moderate,PM2.5,48-439-3011,20,2012
37519,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-22,39,Good,Ozone,48-439-3011,19,2012
37520,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-23,38,Good,Ozone,48-121-1032,20,2012
37521,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-24,85,Moderate,PM2.5,48-139-1044,23,2012
37522,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-25,31,Good,PM2.5,48-113-0069,20,2012
37523,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-26,38,Good,PM2.5,48-113-0069,20,2012
37524,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-27,31,Good,Ozone,48-439-3009,20,2012
37525,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-28,41,Good,PM2.5,48-113-0069,20,2012
37526,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-29,50,Good,NO2,48-439-1002,20,2012
37527,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-30,67,Moderate,Ozone,48-257-0005,23,2012
37528,"Dallas-Fort Worth-Arlington, TX",19100,2012-10-31,80,Moderate,Ozone,48-439-0075,19,2012
37529,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-01,71,Moderate,Ozone,48-257-0005,20,2012
37530,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-02,44,Good,Ozone,48-121-1032,21,2012
37531,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-03,50,Good,Ozone,48-439-3009,20,2012
37532,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-04,59,Moderate,PM2.5,48-439-1006,20,2012
37533,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-05,55,Moderate,PM2.5,48-113-0069,23,2012
37534,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-06,75,Moderate,PM2.5,48-439-1006,20,2012
37535,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-07,55,Moderate,PM2.5,48-439-1006,20,2012
37536,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-08,71,Moderate,Ozone,48-257-0005,21,2012
37537,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-09,46,Good,Ozone,48-439-3009,20,2012
37538,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-10,42,Good,Ozone,48-231-1006,20,2012
37539,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-11,33,Good,Ozone,48-439-3009,22,2012
37540,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-12,85,Moderate,PM2.5,48-439-1006,20,2012
37541,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-13,54,Moderate,PM2.5,48-113-0069,20,2012
37542,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-14,55,Moderate,PM2.5,48-113-0069,21,2012
37543,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-15,57,Moderate,PM2.5,48-113-0069,20,2012
37544,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-16,151,Unhealthy,PM2.5,48-439-1006,20,2012
37545,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-17,104,Unhealthy for Sensitive Groups,PM2.5,48-439-1006,23,2012
37546,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-18,61,Moderate,Ozone,48-367-0081,19,2012
37547,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-19,54,Moderate,PM2.5,48-439-3011,19,2012
37548,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-20,60,Moderate,PM2.5,48-113-0069,21,2012
37549,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-21,63,Moderate,PM2.5,48-113-0069,19,2012
37550,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-22,46,Good,Ozone,48-231-1006,19,2012
37551,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-23,36,Good,Ozone,48-397-0001,23,2012
37552,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-24,36,Good,Ozone,48-367-0081,20,2012
37553,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-25,44,Good,Ozone,48-257-0005,20,2012
37554,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-26,40,Good,Ozone,48-439-3011,21,2012
37555,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-27,55,Moderate,PM2.5,48-113-0069,20,2012
37556,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-28,64,Moderate,PM2.5,48-113-0069,20,2012
37557,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-29,53,Moderate,PM2.5,48-439-1002,22,2012
37558,"Dallas-Fort Worth-Arlington, TX",19100,2012-11-30,56,Moderate,PM2.5,48-113-0069,20,2012
37559,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-01,38,Good,PM2.5,48-439-3011,20,2012
37560,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-02,34,Good,Ozone,48-085-0005,21,2012
37561,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-03,36,Good,Ozone,48-257-0005,20,2012
37562,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-04,34,Good,Ozone,48-231-1006,20,2012
37563,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-05,33,Good,Ozone,48-367-0081,23,2012
37564,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-06,50,Good,PM2.5,48-113-0069,20,2012
37565,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-07,56,Moderate,PM2.5,48-113-0069,20,2012
37566,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-08,63,Moderate,PM2.5,48-113-0069,20,2012
37567,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-09,56,Moderate,PM2.5,48-113-0069,19,2012
37568,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-10,36,Good,PM2.5,48-113-0069,19,2012
37569,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-11,58,Moderate,PM2.5,48-113-0069,22,2012
37570,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-12,60,Moderate,PM2.5,48-113-0069,19,2012
37571,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-13,51,Moderate,PM2.5,48-113-0069,20,2012
37572,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-14,53,Moderate,PM2.5,48-113-0069,21,2012
37573,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-15,42,Good,NO2,48-439-1002,20,2012
37574,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-16,42,Good,NO2,48-113-0069,20,2012
37575,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-17,54,Moderate,PM2.5,48-113-0069,23,2012
37576,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-18,45,Good,NO2,48-439-3009,20,2012
37577,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-19,73,Moderate,PM2.5,48-439-3011,20,2012
37578,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-20,40,Good,NO2,48-113-0069,21,2012
37579,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-21,43,Good,PM2.5,48-113-0069,20,2012
37580,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-22,41,Good,Ozone,48-257-0005,20,2012
37581,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-23,30,Good,Ozone,48-367-0081,23,2012
37582,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-24,99,Moderate,PM2.5,48-113-0069,20,2012
37583,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-25,57,Moderate,PM2.5,48-113-0069,19,2012
37584,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-26,50,Good,PM2.5,48-113-0069,20,2012
37585,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-27,65,Moderate,PM2.5,48-113-0069,19,2012
37586,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-28,61,Moderate,PM2.5,48-113-0069,19,2012
37587,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-29,63,Moderate,PM2.5,48-113-0069,22,2012
37588,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-30,59,Moderate,PM2.5,48-113-0069,19,2012
37589,"Dallas-Fort Worth-Arlington, TX",19100,2012-12-31,62,Moderate,PM2.5,48-113-0069,19,2012
105246,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-01,30,Good,PM2.5,47-037-0023,3,2012
105247,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-02,13,Good,PM2.5,47-037-0023,3,2012
105248,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-03,31,Good,NO2,47-037-0011,3,2012
105249,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-04,42,Good,NO2,47-037-0011,5,2012
105250,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-05,34,Good,NO2,47-037-0011,2,2012
105251,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-06,44,Good,NO2,47-037-0011,3,2012
105252,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-07,46,Good,PM2.5,47-037-0023,3,2012
105253,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-08,36,Good,PM2.5,47-037-0023,3,2012
105254,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-09,45,Good,PM2.5,47-037-0023,3,2012
105255,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-10,45,Good,PM2.5,47-037-0023,5,2012
105256,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-11,24,Good,NO2,47-037-0011,3,2012
105257,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-12,27,Good,PM2.5,47-037-0023,3,2012
105258,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-13,27,Good,NO2,47-037-0011,3,2012
105259,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-14,28,Good,PM2.5,47-037-0023,3,2012
105260,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-15,38,Good,PM2.5,47-037-0023,3,2012
105261,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-16,33,Good,PM2.5,47-037-0023,5,2012
105262,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-17,38,Good,PM2.5,47-037-0023,3,2012
105263,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-18,30,Good,PM2.5,47-037-0023,3,2012
105264,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-19,41,Good,PM2.5,47-037-0023,3,2012
105265,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-20,45,Good,PM2.5,47-037-0023,3,2012
105266,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-21,52,Moderate,PM2.5,47-037-0023,3,2012
105267,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-22,41,Good,PM2.5,47-037-0023,5,2012
105268,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-23,55,Moderate,PM2.5,47-037-0023,3,2012
105269,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-24,34,Good,PM2.5,47-037-0023,3,2012
105270,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-25,40,Good,PM2.5,47-037-0023,3,2012
105271,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-26,30,Good,PM2.5,47-037-0023,3,2012
105272,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-27,35,Good,PM2.5,47-037-0023,3,2012
105273,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-28,38,Good,PM2.5,47-037-0023,5,2012
105274,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-29,34,Good,PM2.5,47-037-0023,3,2012
105275,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-30,32,Good,PM2.5,47-037-0023,3,2012
105276,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-01-31,44,Good,PM2.5,47-037-0023,3,2012
105277,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-01,54,Moderate,PM2.5,47-037-0023,3,2012
105278,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-02,33,Good,NO2,47-037-0023,3,2012
105279,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-03,32,Good,PM2.5,47-037-0023,5,2012
105280,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-04,39,Good,PM2.5,47-037-0023,3,2012
105281,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-05,36,Good,PM2.5,47-037-0023,3,2012
105282,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-06,47,Good,PM2.5,47-037-0023,3,2012
105283,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-07,52,Moderate,PM2.5,47-037-0023,3,2012
105284,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-08,49,Good,PM2.5,47-037-0023,3,2012
105285,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-09,46,Good,PM2.5,47-037-0023,5,2012
105286,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-10,46,Good,PM2.5,47-037-0023,3,2012
105287,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-11,22,Good,PM2.5,47-037-0023,3,2012
105288,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-12,30,Good,NO2,47-037-0011,3,2012
105289,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-13,38,Good,PM2.5,47-037-0023,3,2012
105290,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-14,45,Good,PM2.5,47-037-0023,3,2012
105291,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-15,43,Good,PM2.5,47-037-0023,5,2012
105292,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-16,38,Good,PM2.5,47-037-0023,3,2012
105293,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-17,52,Moderate,PM2.5,47-037-0023,3,2012
105294,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-18,49,Good,PM2.5,47-037-0023,3,2012
105295,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-19,40,Good,PM2.5,47-037-0023,3,2012
105296,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-20,35,Good,PM2.5,47-037-0023,3,2012
105297,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-21,35,Good,PM2.5,47-037-0023,5,2012
105298,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-22,44,Good,PM2.5,47-037-0023,2,2012
105299,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-23,48,Good,PM2.5,47-037-0023,2,2012
105300,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-24,36,Good,PM2.5,47-037-0023,3,2012
105301,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-25,26,Good,PM2.5,47-037-0023,3,2012
105302,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-26,33,Good,PM2.5,47-037-0023,3,2012
105303,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-27,51,Moderate,PM2.5,47-037-0023,5,2012
105304,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-28,48,Good,PM2.5,47-037-0023,3,2012
105305,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-02-29,42,Good,PM2.5,47-037-0023,3,2012
105306,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-01,47,Good,Ozone,47-187-0106,9,2012
105307,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-02,54,Moderate,PM2.5,47-037-0023,9,2012
105308,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-03,43,Good,Ozone,47-165-0007,8,2012
105309,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-04,42,Good,Ozone,47-165-0007,10,2012
105310,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-05,39,Good,Ozone,47-165-0007,9,2012
105311,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-06,45,Good,Ozone,47-165-0007,9,2012
105312,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-07,56,Moderate,PM2.5,47-037-0023,9,2012
105313,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-08,53,Moderate,PM2.5,47-037-0023,9,2012
105314,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-09,40,Good,Ozone,47-189-0103,9,2012
105315,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-10,44,Good,Ozone,47-187-0106,10,2012
105316,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-11,56,Moderate,PM2.5,47-037-0023,9,2012
105317,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-12,47,Good,PM2.5,47-037-0023,9,2012
105318,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-13,46,Good,Ozone,47-165-0007,9,2012
105319,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-14,57,Moderate,PM2.5,47-037-0023,8,2012
105320,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-15,48,Good,PM2.5,47-037-0023,9,2012
105321,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-16,39,Good,Ozone,47-187-0106,10,2012
105322,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-17,44,Good,PM2.5,47-037-0023,9,2012
105323,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-18,44,Good,Ozone,47-189-0103,9,2012
105324,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-19,56,Moderate,PM2.5,47-037-0023,9,2012
105325,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-20,68,Moderate,PM2.5,47-037-0023,9,2012
105326,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-21,60,Moderate,PM2.5,47-037-0023,9,2012
105327,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-22,48,Good,PM2.5,47-037-0023,10,2012
105328,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-23,49,Good,Ozone,47-187-0106,9,2012
105329,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-24,42,Good,Ozone,47-189-0103,9,2012
105330,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-25,54,Moderate,PM2.5,47-037-0023,9,2012
105331,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-26,51,Moderate,Ozone,47-165-0101,9,2012
105332,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-27,64,Moderate,Ozone,47-165-0007,9,2012
105333,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-28,67,Moderate,Ozone,47-165-0101,10,2012
105334,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-29,80,Moderate,Ozone,47-165-0007,9,2012
105335,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-30,55,Moderate,PM2.5,47-037-0023,9,2012
105336,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-03-31,53,Moderate,PM2.5,47-037-0023,9,2012
105337,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-01,57,Moderate,PM2.5,47-037-0023,9,2012
105338,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-02,60,Moderate,PM2.5,47-037-0023,9,2012
105339,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-03,52,Moderate,PM2.5,47-037-0023,10,2012
105340,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-04,49,Good,Ozone,47-189-0103,9,2012
105341,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-05,36,Good,Ozone,47-149-0101,9,2012
105342,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-06,47,Good,Ozone,47-165-0007,9,2012
105343,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-07,71,Moderate,Ozone,47-165-0007,9,2012
105344,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-08,47,Good,PM2.5,47-037-0023,9,2012
105345,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-09,58,Moderate,Ozone,47-165-0007,10,2012
105346,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-10,48,Good,Ozone,47-165-0101,9,2012
105347,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-11,43,Good,Ozone,47-189-0103,9,2012
105348,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-12,44,Good,Ozone,47-187-0106,9,2012
105349,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-13,64,Moderate,Ozone,47-165-0007,9,2012
105350,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-14,84,Moderate,Ozone,47-165-0007,9,2012
105351,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-15,56,Moderate,PM2.5,47-037-0023,9,2012
105352,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-16,52,Moderate,PM2.5,47-037-0023,9,2012
105353,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-17,33,Good,Ozone,47-189-0103,9,2012
105354,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-18,54,Moderate,Ozone,47-165-0007,9,2012
105355,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-19,77,Moderate,Ozone,47-165-0007,9,2012
105356,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-20,49,Good,Ozone,47-165-0007,9,2012
105357,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-21,39,Good,PM2.5,47-037-0023,10,2012
105358,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-22,47,Good,Ozone,47-165-0007,9,2012
105359,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-23,44,Good,Ozone,47-189-0103,9,2012
105360,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-24,50,Good,Ozone,47-187-0106,9,2012
105361,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-25,87,Moderate,Ozone,47-165-0007,9,2012
105362,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-26,58,Moderate,PM2.5,47-037-0023,9,2012
105363,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-27,55,Moderate,PM2.5,47-037-0023,10,2012
105364,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2012-04-28,53,Moderate,PM2.5,47-037-0023,9,2012
