index,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Year
32523,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-07,64,Moderate,Ozone,48-439-0075,22,2002
32524,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-08,32,Good,Ozone,48-085-0010,26,2002
32525,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-09,57,Moderate,PM2.5,48-113-3004,21,2002
32526,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-10,143,Unhealthy for Sensitive Groups,Ozone,48-251-0003,22,2002
32527,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-11,200,Unhealthy,Ozone,48-251-0003,29,2002
32528,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-12,150,Unhealthy for Sensitive Groups,Ozone,48-439-0075,22,2002
32529,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-13,190,Unhealthy,Ozone,48-121-0034,22,2002
32530,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-14,185,Unhealthy,Ozone,48-085-0005,26,2002
32531,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-15,90,Moderate,Ozone,48-251-0003,22,2002
32532,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-16,97,Moderate,Ozone,48-439-2003,22,2002
32533,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-17,65,Moderate,PM2.5,48-257-0005,29,2002
32534,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-18,49,Good,PM2.5,48-439-3006,22,2002
32535,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-19,48,Good,Ozone,48-251-0003,22,2002
32536,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-20,54,Moderate,Ozone,48-439-2003,26,2002
32537,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-21,133,Unhealthy for Sensitive Groups,Ozone,48-439-2003,21,2002
32538,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-22,80,Moderate,Ozone,48-251-0003,21,2002
32539,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-23,74,Moderate,Ozone,48-251-0003,28,2002
32540,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-24,67,Moderate,Ozone,48-085-0005,20,2002
32541,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-25,61,Moderate,Ozone,48-251-0003,20,2002
32542,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-26,63,Moderate,PM2.5,48-439-3006,26,2002
32543,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-27,156,Unhealthy,Ozone,48-439-2003,21,2002
32544,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-28,154,Unhealthy,Ozone,48-121-0034,22,2002
32545,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-29,136,Unhealthy for Sensitive Groups,Ozone,48-121-0034,29,2002
32546,"Dallas-Fort Worth-Arlington, TX",19100,2002-09-30,129,Unhealthy for Sensitive Groups,Ozone,48-085-0005,22,2002
32547,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-01,54,Moderate,PM2.5,48-113-0035,23,2002
32548,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-02,55,Moderate,PM2.5,48-113-0057,26,2002
32549,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-03,64,Moderate,Ozone,48-439-2003,22,2002
32550,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-04,67,Moderate,Ozone,48-251-0003,22,2002
32551,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-05,80,Moderate,Ozone,48-439-2003,29,2002
32552,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-06,35,Good,PM2.5,48-439-1002,21,2002
32553,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-07,49,Good,PM2.5,48-439-3006,21,2002
32554,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-08,64,Moderate,PM2.5,48-439-3010,25,2002
32555,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-09,64,Moderate,PM2.5,48-113-3004,22,2002
32556,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-10,37,Good,PM2.5,48-113-3004,22,2002
32557,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-11,47,Good,PM2.5,48-113-3004,29,2002
32558,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-12,63,Moderate,PM2.5,48-113-3004,22,2002
32559,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-13,32,Good,Ozone,48-439-0075,22,2002
32560,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-14,45,Good,PM2.5,48-113-0057,26,2002
32561,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-15,52,Moderate,PM2.5,48-439-3006,22,2002
32562,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-16,48,Good,NO2,48-113-0069,22,2002
32563,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-17,87,Moderate,Ozone,48-367-0081,29,2002
32564,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-18,55,Moderate,PM2.5,48-439-3006,21,2002
32565,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-19,37,Good,Ozone,48-085-0010,22,2002
32566,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-20,38,Good,PM2.5,48-113-3004,26,2002
32567,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-21,53,Moderate,PM2.5,48-439-1006,22,2002
32568,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-22,57,Moderate,PM2.5,48-113-3004,22,2002
32569,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-23,62,Moderate,PM2.5,48-113-0035,29,2002
32570,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-24,64,Moderate,PM2.5,48-113-3004,22,2002
32571,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-25,31,Good,SO2,48-139-0015,22,2002
32572,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-26,37,Good,PM2.5,48-113-0057,25,2002
32573,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-27,67,Moderate,PM2.5,48-439-3006,22,2002
32574,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-28,54,Moderate,PM2.5,48-439-3006,22,2002
32575,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-29,34,Good,SO2,48-139-0015,29,2002
32576,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-30,37,Good,SO2,48-439-3006,21,2002
32577,"Dallas-Fort Worth-Arlington, TX",19100,2002-10-31,34,Good,SO2,48-139-0015,21,2002
32578,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-01,56,Moderate,PM2.5,48-439-3006,25,2002
32579,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-02,60,Moderate,PM2.5,48-439-3006,21,2002
32580,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-03,44,Good,PM2.5,48-113-3004,22,2002
32581,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-04,39,Good,PM2.5,48-439-3006,29,2002
32582,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-05,42,Good,NO2,48-113-0069,20,2002
32583,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-06,49,Good,NO2,48-113-0087,21,2002
32584,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-07,61,Moderate,PM2.5,48-113-0057,26,2002
32585,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-08,49,Good,Ozone,48-113-3003,21,2002
32586,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-09,40,Good,Ozone,48-113-3003,21,2002
32587,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-10,38,Good,Ozone,48-121-0034,29,2002
32588,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-11,39,Good,Ozone,48-397-0001,21,2002
32589,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-12,43,Good,NO2,48-113-0069,21,2002
32590,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-13,43,Good,PM2.5,48-113-0057,26,2002
32591,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-14,41,Good,Ozone,48-121-0034,21,2002
32592,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-15,33,Good,Ozone,48-367-0081,21,2002
32593,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-16,54,Moderate,PM2.5,48-113-0050,29,2002
32594,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-17,38,Good,Ozone,48-121-0034,22,2002
32595,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-18,110,Unhealthy for Sensitive Groups,SO2,48-139-0015,21,2002
32596,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-19,102,Unhealthy for Sensitive Groups,SO2,48-139-0015,26,2002
32597,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-20,57,Moderate,NO2,48-113-0069,22,2002
32598,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-21,104,Unhealthy for Sensitive Groups,SO2,48-139-0015,22,2002
32599,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-22,69,Moderate,SO2,48-139-0015,28,2002
32600,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-23,70,Moderate,SO2,48-139-0016,22,2002
32601,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-24,44,Good,SO2,48-139-0016,22,2002
32602,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-25,79,Moderate,SO2,48-139-0015,26,2002
32603,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-26,50,Good,PM2.5,48-113-3004,22,2002
32604,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-27,67,Moderate,PM2.5,48-439-3006,20,2002
32605,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-28,84,Moderate,PM2.5,48-113-0035,28,2002
32606,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-29,40,Good,PM2.5,48-439-1006,21,2002
32607,"Dallas-Fort Worth-Arlington, TX",19100,2002-11-30,36,Good,SO2,48-139-0015,21,2002
32608,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-01,35,Good,Ozone,48-439-3009,23,2002
32609,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-02,55,Moderate,NO2,48-439-1002,22,2002
32610,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-03,67,Moderate,PM2.5,48-113-3004,22,2002
32611,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-04,40,Good,PM2.5,48-439-3006,29,2002
32612,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-05,56,Moderate,PM2.5,48-439-3006,23,2002
32613,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-06,64,Moderate,PM2.5,48-113-3004,22,2002
32614,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-07,57,Moderate,SO2,48-139-0016,26,2002
32615,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-08,74,Moderate,PM2.5,48-439-1006,22,2002
32616,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-09,59,Moderate,PM2.5,48-113-3004,22,2002
32617,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-10,70,Moderate,PM2.5,48-113-0035,29,2002
32618,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-11,63,Moderate,PM2.5,48-439-1006,22,2002
32619,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-12,83,Moderate,PM2.5,48-439-1006,22,2002
32620,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-13,37,Good,NO2,48-113-0087,26,2002
32621,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-14,47,Good,PM2.5,48-113-0069,22,2002
32622,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-15,44,Good,Ozone,48-113-3003,22,2002
32623,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-16,54,Moderate,PM2.5,48-113-0057,29,2002
32624,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-17,105,Unhealthy for Sensitive Groups,SO2,48-139-0016,23,2002
32625,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-18,47,Good,PM2.5,48-439-1006,22,2002
32626,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-19,32,Good,Ozone,48-439-3009,26,2002
32627,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-20,41,Good,NO2,48-439-1002,21,2002
32628,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-21,40,Good,Ozone,48-113-3003,21,2002
32629,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-22,30,Good,NO2,48-439-3011,28,2002
32630,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-23,29,Good,PM2.5,48-113-3004,21,2002
32631,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-24,27,Good,Ozone,48-221-0001,22,2002
32632,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-25,61,Moderate,PM2.5,48-113-0035,26,2002
32633,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-26,53,Moderate,PM2.5,48-439-1002,22,2002
32634,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-27,71,Moderate,PM2.5,48-439-3006,22,2002
32635,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-28,62,Moderate,PM2.5,48-439-1006,29,2002
32636,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-29,44,Good,PM2.5,48-113-3004,22,2002
32637,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-30,29,Good,Ozone,48-113-3003,20,2002
32638,"Dallas-Fort Worth-Arlington, TX",19100,2002-12-31,37,Good,NO2,48-113-0069,26,2002
92835,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-01,46,Good,PM2.5,47-037-0023,7,2002
92836,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-02,64,Moderate,PM2.5,47-165-0007,11,2002
92837,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-03,52,Moderate,PM2.5,47-037-0023,7,2002
92838,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-04,62,Moderate,PM2.5,47-037-0023,7,2002
92839,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-05,66,Moderate,PM2.5,47-037-0023,10,2002
92840,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-06,69,Moderate,PM2.5,47-037-0023,7,2002
92841,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-07,53,Moderate,PM2.5,47-037-0023,7,2002
92842,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-08,46,Good,PM2.5,47-037-0023,13,2002
92843,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-09,40,Good,PM2.5,47-037-0023,8,2002
92844,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-10,52,Moderate,PM2.5,47-037-0023,8,2002
92845,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-11,54,Moderate,PM2.5,47-037-0025,10,2002
92846,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-12,56,Moderate,PM2.5,47-037-0023,8,2002
92847,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-13,40,Good,PM2.5,47-037-0023,8,2002
92848,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-14,50,Good,SO2,47-165-1002,13,2002
92849,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-15,44,Good,PM2.5,47-037-0023,8,2002
92850,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-16,55,Moderate,PM2.5,47-037-0023,8,2002
92851,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-17,58,Moderate,PM2.5,47-037-0025,11,2002
92852,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-18,39,Good,SO2,47-037-0011,7,2002
92853,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-19,44,Good,PM2.5,47-037-0036,7,2002
92854,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-20,51,Moderate,PM2.5,47-037-0025,13,2002
92855,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-21,44,Good,CO,47-037-0031,7,2002
92856,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-22,57,Moderate,CO,47-037-0031,7,2002
92857,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-23,41,Good,SO2,47-165-1002,11,2002
92858,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-24,59,Moderate,SO2,47-165-1002,8,2002
92859,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-25,60,Moderate,PM2.5,47-037-0023,8,2002
92860,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-26,59,Moderate,PM2.5,47-037-0025,13,2002
92861,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-27,59,Moderate,PM2.5,47-037-0023,8,2002
92862,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-28,56,Moderate,PM2.5,47-037-0023,8,2002
92863,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-29,51,Moderate,PM2.5,47-037-0023,11,2002
92864,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-30,57,Moderate,PM2.5,47-037-0023,8,2002
92865,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-01-31,61,Moderate,SO2,47-165-1002,8,2002
92866,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-01,24,Good,PM2.5,47-165-0007,12,2002
92867,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-02,34,Good,PM2.5,47-037-0023,8,2002
92868,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-03,49,Good,PM2.5,47-037-0023,8,2002
92869,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-04,36,Good,PM2.5,47-037-0025,11,2002
92870,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-05,60,Moderate,SO2,47-037-0011,8,2002
92871,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-06,53,Moderate,PM2.5,47-037-0036,8,2002
92872,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-07,66,Moderate,PM2.5,47-037-0023,12,2002
92873,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-08,69,Moderate,PM2.5,47-037-0023,8,2002
92874,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-09,48,Good,PM2.5,47-037-0023,8,2002
92875,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-10,39,Good,SO2,47-165-1002,10,2002
92876,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-11,35,Good,PM2.5,47-037-0023,8,2002
92877,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-12,47,Good,PM2.5,47-037-0023,8,2002
92878,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-13,44,Good,PM2.5,47-165-0007,13,2002
92879,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-14,55,Moderate,PM2.5,47-037-0023,8,2002
92880,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-15,52,Moderate,PM2.5,47-037-0023,9,2002
92881,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-16,30,Good,Ozone,47-037-0026,10,2002
92882,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-17,33,Good,PM2.5,47-037-0023,8,2002
92883,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-18,64,Moderate,SO2,47-165-1002,8,2002
92884,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-19,67,Moderate,SO2,47-165-1002,12,2002
92885,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-20,48,Good,PM2.5,47-037-0023,9,2002
92886,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-21,33,Good,PM2.5,47-037-0023,9,2002
92887,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-22,52,Moderate,PM2.5,47-037-0023,11,2002
92888,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-23,59,Moderate,PM2.5,47-037-0023,8,2002
92889,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-24,59,Moderate,PM2.5,47-037-0023,8,2002
92890,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-25,61,Moderate,PM2.5,47-165-0007,12,2002
92891,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-26,40,Good,PM2.5,47-037-0025,9,2002
92892,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-27,29,Good,PM2.5,47-037-0026,8,2002
92893,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-02-28,52,Moderate,PM2.5,47-037-0023,9,2002
92894,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-01,45,Good,PM2.5,47-037-0023,13,2002
92895,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-02,39,Good,Ozone,47-189-0103,13,2002
92896,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-03,38,Good,Ozone,47-187-0106,17,2002
92897,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-04,40,Good,Ozone,47-187-0106,13,2002
92898,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-05,58,Moderate,Ozone,47-187-0106,12,2002
92899,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-06,74,Moderate,Ozone,47-149-0101,15,2002
92900,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-07,77,Moderate,Ozone,47-149-0101,13,2002
92901,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-08,71,Moderate,Ozone,47-187-0106,13,2002
92902,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-09,48,Good,PM2.5,47-165-0007,16,2002
92903,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-10,45,Good,Ozone,47-187-0106,12,2002
92904,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-11,44,Good,Ozone,47-149-0101,13,2002
92905,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-12,51,Moderate,PM2.5,47-119-2007,14,2002
92906,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-13,74,Moderate,PM2.5,47-037-0023,14,2002
92907,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-14,67,Moderate,SO2,47-165-1002,14,2002
92908,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-15,86,Moderate,SO2,47-165-1002,17,2002
92909,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-16,57,Moderate,PM2.5,47-037-0036,13,2002
92910,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-17,30,Good,Ozone,47-189-0103,12,2002
92911,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-18,48,Good,PM2.5,47-037-0023,13,2002
92912,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-19,49,Good,PM2.5,47-037-0023,13,2002
92913,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-20,41,Good,PM2.5,47-037-0023,14,2002
92914,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-21,65,Moderate,PM2.5,47-037-0023,14,2002
92915,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-22,38,Good,Ozone,47-165-0101,14,2002
92916,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-23,66,Moderate,SO2,47-165-1002,12,2002
92917,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-24,74,Moderate,Ozone,47-165-0101,14,2002
92918,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-25,62,Moderate,PM2.5,47-037-0023,13,2002
92919,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-26,53,Moderate,PM2.5,47-037-0023,13,2002
92920,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-27,66,Moderate,PM2.5,47-165-0007,16,2002
92921,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-28,54,Moderate,Ozone,47-187-0106,13,2002
92922,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-29,64,Moderate,PM2.5,47-037-0023,13,2002
92923,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-30,41,Good,PM2.5,47-165-0101,15,2002
92924,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-03-31,43,Good,Ozone,47-165-0101,14,2002
92925,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-01,67,Moderate,Ozone,47-187-0106,13,2002
92926,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-02,74,Moderate,Ozone,47-149-0101,17,2002
92927,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-03,53,Moderate,PM2.5,47-037-0023,13,2002
92928,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-04,45,Good,PM2.5,47-037-0036,12,2002
92929,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-05,55,Moderate,PM2.5,47-037-0023,14,2002
92930,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-06,68,Moderate,PM2.5,47-037-0023,13,2002
92931,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-07,115,Unhealthy for Sensitive Groups,Ozone,47-187-0106,13,2002
92932,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-08,122,Unhealthy for Sensitive Groups,SO2,47-165-1002,17,2002
92933,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-09,44,Good,Ozone,47-187-0106,13,2002
92934,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-10,51,Moderate,Ozone,47-187-0106,13,2002
92935,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-11,58,Moderate,PM2.5,47-037-0023,15,2002
92936,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-12,55,Moderate,PM2.5,47-037-0023,13,2002
92937,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-13,50,Good,PM2.5,47-037-0023,13,2002
92938,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-14,63,Moderate,PM2.5,47-165-0007,17,2002
92939,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-15,53,Moderate,PM2.5,47-037-0023,13,2002
92940,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-16,58,Moderate,PM2.5,47-037-0023,12,2002
92941,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-17,59,Moderate,PM2.5,47-037-0023,14,2002
92942,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-18,79,Moderate,SO2,47-165-1002,12,2002
92943,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-19,56,Moderate,PM2.5,47-037-0023,12,2002
92944,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-20,54,Moderate,PM2.5,47-165-0007,17,2002
92945,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-21,44,Good,PM2.5,47-037-0023,13,2002
92946,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-22,46,Good,Ozone,47-189-0103,13,2002
