CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-07-19,87,Moderate,Ozone,47-165-0101,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-07-26,58,Moderate,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-07-27,51,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-07-28,44,Good,Ozone,47-165-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-07-30,101,Unhealthy for Sensitive Groups,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-02,101,Unhealthy for Sensitive Groups,Ozone,47-037-0026,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-03,115,Unhealthy for Sensitive Groups,Ozone,47-165-0007,8
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-04,77,Moderate,Ozone,47-189-0103,7
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-05,61,Moderate,Ozone,47-165-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-06,77,Moderate,Ozone,47-165-0101,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-07,119,Unhealthy for Sensitive Groups,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-08,105,Unhealthy for Sensitive Groups,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-09,67,Moderate,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-10,101,Unhealthy for Sensitive Groups,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-11,77,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-12,87,Moderate,Ozone,47-165-0007,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-13,133,Unhealthy for Sensitive Groups,Ozone,47-037-0026,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-14,90,Moderate,Ozone,47-165-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-15,71,Moderate,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-16,61,Moderate,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-18,35,Good,Ozone,47-165-0007,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-19,49,Good,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-20,61,Moderate,Ozone,47-165-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-22,50,Good,Ozone,47-165-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-23,54,Moderate,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-26,71,Moderate,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-27,108,Unhealthy for Sensitive Groups,Ozone,47-187-0106,8
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-08-31,67,Moderate,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-01,58,Moderate,Ozone,47-165-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-02,108,Unhealthy for Sensitive Groups,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-04,38,Good,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-05,50,Good,Ozone,47-187-0106,10
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-06,74,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-08,58,Moderate,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-12,42,Good,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-13,93,Moderate,Ozone,47-187-0106,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-14,87,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-15,84,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-17,77,Moderate,Ozone,47-149-0101,10
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-18,97,Moderate,Ozone,47-187-0106,8
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-19,93,Moderate,Ozone,47-189-0103,8
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-20,112,Unhealthy for Sensitive Groups,Ozone,47-187-0106,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-21,133,Unhealthy for Sensitive Groups,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-22,67,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-23,90,Moderate,Ozone,47-165-0007,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-25,50,Good,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-26,44,Good,Ozone,47-165-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-27,44,Good,Ozone,47-187-0106,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-28,50,Good,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-29,58,Moderate,Ozone,47-187-0106,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-09-30,93,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-01,45,Good,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-02,49,Good,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-03,27,Good,Ozone,47-189-0103,8
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-04,32,Good,Ozone,47-187-0106,8
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-05,39,Good,Ozone,47-187-0106,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-06,71,Moderate,Ozone,47-187-0106,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-07,112,Unhealthy for Sensitive Groups,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-08,105,Unhealthy for Sensitive Groups,Ozone,47-165-0007,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-09,90,Moderate,Ozone,47-189-0103,8
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-10,97,Moderate,Ozone,47-189-0103,8
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-11,119,Unhealthy for Sensitive Groups,Ozone,47-189-0103,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-14,39,Good,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-15,46,Good,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-17,77,Moderate,Ozone,47-189-0103,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-18,90,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-19,58,Moderate,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-20,50,Good,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-23,58,Moderate,Ozone,47-189-0103,11
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-24,54,Moderate,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-25,36,Good,Ozone,47-149-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-26,34,Good,Ozone,47-165-0101,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-27,41,Good,Ozone,47-187-0106,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-28,40,Good,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-30,44,Good,Ozone,47-189-0103,9
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2010-10-31,64,Moderate,Ozone,47-187-0106,8
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-01-02,28,Good,Ozone,13-089-0002,12
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-01-07,41,Good,Ozone,13-231-9991,10
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-01-08,38,Good,Ozone,13-231-9991,10
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-01-21,37,Good,Ozone,13-231-9991,11
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-01-26,31,Good,Ozone,13-231-9991,9
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-04,24,Good,Ozone,13-231-9991,9
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-05,29,Good,Ozone,13-231-9991,9
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-06,40,Good,Ozone,13-231-9991,9
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-12,43,Good,Ozone,13-231-9991,9
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-13,47,Good,Ozone,13-231-9991,9
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-14,67,Moderate,Ozone,13-231-9991,11
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-22,49,Good,Ozone,13-231-9991,12
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-25,41,Good,Ozone,13-231-9991,13
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-02-26,51,Moderate,Ozone,13-231-9991,16
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-01,44,Good,Ozone,13-085-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-02,48,Good,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-03,71,Moderate,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-10,36,Good,Ozone,13-231-9991,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-12,74,Moderate,Ozone,13-085-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-13,64,Moderate,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-16,40,Good,Ozone,13-231-9991,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-17,54,Moderate,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-19,77,Moderate,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-21,71,Moderate,Ozone,13-223-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-22,74,Moderate,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-24,42,Good,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-03-28,29,Good,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-02,51,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-03,58,Moderate,Ozone,13-085-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-05,47,Good,Ozone,13-085-0001,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-06,58,Moderate,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-07,74,Moderate,Ozone,13-085-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-13,71,Moderate,Ozone,13-097-0004,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-14,100,Moderate,Ozone,13-223-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-16,44,Good,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-17,67,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-18,77,Moderate,Ozone,13-085-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-19,84,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-21,49,Good,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-28,48,Good,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-29,74,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-04-30,97,Moderate,Ozone,13-067-0003,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-01,100,Moderate,Ozone,13-067-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-04,51,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-05,49,Good,Ozone,13-231-9991,16
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-06,77,Moderate,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-07,93,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-08,87,Moderate,Ozone,13-247-0001,16
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-09,147,Unhealthy for Sensitive Groups,Ozone,13-121-0055,16
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-10,97,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-11,115,Unhealthy for Sensitive Groups,Ozone,13-247-0001,16
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-12,150,Unhealthy for Sensitive Groups,Ozone,13-135-0002,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-14,47,Good,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-19,105,Unhealthy for Sensitive Groups,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-20,136,Unhealthy for Sensitive Groups,Ozone,13-135-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-21,119,Unhealthy for Sensitive Groups,Ozone,13-135-0002,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-25,93,Moderate,Ozone,13-085-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-28,136,Unhealthy for Sensitive Groups,Ozone,13-121-0055,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-05-31,129,Unhealthy for Sensitive Groups,Ozone,13-151-0002,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-01,112,Unhealthy for Sensitive Groups,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-02,166,Unhealthy,Ozone,13-121-0055,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-03,147,Unhealthy for Sensitive Groups,Ozone,13-151-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-04,129,Unhealthy for Sensitive Groups,Ozone,13-121-0055,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-05,105,Unhealthy for Sensitive Groups,Ozone,13-151-0002,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-06,140,Unhealthy for Sensitive Groups,Ozone,13-097-0004,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-07,126,Unhealthy for Sensitive Groups,Ozone,13-067-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-08,140,Unhealthy for Sensitive Groups,Ozone,13-135-0002,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-09,108,Unhealthy for Sensitive Groups,Ozone,13-247-0001,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-10,147,Unhealthy for Sensitive Groups,Ozone,13-121-0055,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-11,122,Unhealthy for Sensitive Groups,Ozone,13-067-0003,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-12,108,Unhealthy for Sensitive Groups,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-13,129,Unhealthy for Sensitive Groups,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-14,129,Unhealthy for Sensitive Groups,Ozone,13-151-0002,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-15,126,Unhealthy for Sensitive Groups,Ozone,13-135-0002,13
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-16,90,Moderate,Ozone,13-247-0001,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-17,90,Moderate,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-22,38,Good,Ozone,13-135-0002,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-24,54,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-25,119,Unhealthy for Sensitive Groups,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-26,90,Moderate,Ozone,13-247-0001,16
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-27,61,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-28,90,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-29,112,Unhealthy for Sensitive Groups,Ozone,13-151-0002,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-06-30,115,Unhealthy for Sensitive Groups,Ozone,13-097-0004,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-01,151,Unhealthy,Ozone,13-121-0055,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-02,172,Unhealthy,Ozone,13-089-0002,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-03,115,Unhealthy for Sensitive Groups,Ozone,13-121-0055,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-05,122,Unhealthy for Sensitive Groups,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-06,90,Moderate,Ozone,13-151-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-07,156,Unhealthy,Ozone,13-135-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-08,93,Moderate,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-10,84,Moderate,Ozone,13-097-0004,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-11,100,Moderate,Ozone,13-121-0055,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-13,140,Unhealthy for Sensitive Groups,Ozone,13-151-0002,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-14,115,Unhealthy for Sensitive Groups,Ozone,13-223-0003,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-17,46,Good,Ozone,13-223-0003,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-18,122,Unhealthy for Sensitive Groups,Ozone,13-121-0055,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-19,115,Unhealthy for Sensitive Groups,Ozone,13-151-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-21,101,Unhealthy for Sensitive Groups,Ozone,13-135-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-22,105,Unhealthy for Sensitive Groups,Ozone,13-135-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-26,105,Unhealthy for Sensitive Groups,Ozone,13-231-9991,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-27,108,Unhealthy for Sensitive Groups,Ozone,13-223-0003,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-28,54,Moderate,Ozone,13-085-0001,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-29,44,Good,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-07-31,54,Moderate,Ozone,13-223-0003,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-01,119,Unhealthy for Sensitive Groups,Ozone,13-097-0004,16
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-02,119,Unhealthy for Sensitive Groups,Ozone,13-247-0001,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-03,140,Unhealthy for Sensitive Groups,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-05,133,Unhealthy for Sensitive Groups,Ozone,13-121-0055,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-06,80,Moderate,Ozone,13-121-0055,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-08,64,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-09,58,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-10,147,Unhealthy for Sensitive Groups,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-11,119,Unhealthy for Sensitive Groups,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-12,140,Unhealthy for Sensitive Groups,Ozone,13-151-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-13,100,Moderate,Ozone,13-121-0055,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-14,74,Moderate,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-15,100,Moderate,Ozone,13-151-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-16,119,Unhealthy for Sensitive Groups,Ozone,13-067-0003,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-17,122,Unhealthy for Sensitive Groups,Ozone,13-067-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-18,100,Moderate,Ozone,13-135-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-19,136,Unhealthy for Sensitive Groups,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-20,105,Unhealthy for Sensitive Groups,Ozone,13-067-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-21,100,Moderate,Ozone,13-135-0002,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-22,112,Unhealthy for Sensitive Groups,Ozone,13-151-0002,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-23,115,Unhealthy for Sensitive Groups,Ozone,13-223-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-24,129,Unhealthy for Sensitive Groups,Ozone,13-067-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-25,126,Unhealthy for Sensitive Groups,Ozone,13-121-0055,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-26,150,Unhealthy for Sensitive Groups,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-27,105,Unhealthy for Sensitive Groups,Ozone,13-151-0002,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-28,119,Unhealthy for Sensitive Groups,Ozone,13-151-0002,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-29,136,Unhealthy for Sensitive Groups,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-30,119,Unhealthy for Sensitive Groups,Ozone,13-223-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-08-31,97,Moderate,Ozone,13-223-0003,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-01,136,Unhealthy for Sensitive Groups,Ozone,13-097-0004,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-02,154,Unhealthy,Ozone,13-223-0003,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-03,140,Unhealthy for Sensitive Groups,Ozone,13-223-0003,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-05,30,Good,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-06,30,Good,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-10,112,Unhealthy for Sensitive Groups,Ozone,13-247-0001,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-11,101,Unhealthy for Sensitive Groups,Ozone,13-247-0001,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-12,101,Unhealthy for Sensitive Groups,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-13,115,Unhealthy for Sensitive Groups,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-14,129,Unhealthy for Sensitive Groups,Ozone,13-067-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-17,50,Good,Ozone,13-097-0004,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-18,40,Good,Ozone,13-223-0003,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-19,43,Good,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-23,39,Good,Ozone,13-247-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-09-24,64,Moderate,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-01,36,Good,Ozone,13-077-0002,14
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-02,39,Good,Ozone,13-247-0001,13
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-04,67,Moderate,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-05,90,Moderate,Ozone,13-097-0004,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-06,74,Moderate,Ozone,13-223-0003,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-07,67,Moderate,Ozone,13-223-0003,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-09,43,Good,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-10,37,Good,Ozone,13-085-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-11,37,Good,Ozone,13-085-0001,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-12,29,Good,Ozone,13-247-0001,17
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-14,42,Good,Ozone,13-247-0001,16
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-15,49,Good,Ozone,13-247-0001,18
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-25,67,Moderate,Ozone,13-231-9991,15
"Atlanta-Sandy Springs-Roswell, GA",12060,2011-10-29,38,Good,Ozone,13-077-0002,15
